Fri Nov 29 23:17:59 2024    profile_output

         10015535 function calls (9984484 primitive calls) in 17.521 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      227    0.000    0.000    0.001    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\ma\core.py:1363(make_mask_descr)
     2256    0.001    0.000    0.001    0.000 {method 'copy' of 'list' objects}
       15    0.000    0.000    0.001    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\ma\core.py:8534(asarray)
      104    0.001    0.000    0.001    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\getlimits.py:595(smallest_normal)
      564    0.001    0.000    0.001    0.000 {built-in method _abc._abc_subclasscheck}
     3600    0.001    0.000    0.001    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\fromnumeric.py:1700(_diagonal_dispatcher)
     1950    0.001    0.000    0.001    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\fromnumeric.py:3075(_max_dispatcher)
      360    0.000    0.000    0.001    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\shape_base.py:209(_arrays_for_stack_dispatcher)
        7    0.000    0.000    0.001    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\ticker.py:2036(_validate_steps)
      314    0.001    0.000    0.001    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:341(intervaly)
  335/331    0.001    0.000    0.001    0.000 {method 'view' of 'numpy.generic' objects}
        2    0.001    0.000    0.001    0.000 {built-in method binascii.b2a_base64}
        1    0.000    0.000    0.001    0.001 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axes\_base.py:3841(set_ybound)
      332    0.000    0.000    0.001    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\lines.py:33(_get_dash_pattern)
     1216    0.001    0.000    0.001    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\_api\__init__.py:152(<genexpr>)
      201    0.001    0.000    0.001    0.000 c:\Users\paulg\Desktop\ESR-Simulation\ESR Examples\..\ESR_STM_SpinSimulation.py:236(calcDipolarCoupling)
      320    0.000    0.000    0.001    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\font_manager.py:795(set_stretch)
       11    0.000    0.000    0.001    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\collections.py:762(_set_facecolor)
      320    0.000    0.000    0.001    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\font_manager.py:879(set_math_fontfamily)
     2452    0.001    0.000    0.001    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\artist.py:957(get_agg_filter)
     2406    0.001    0.000    0.001    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\linalg\_linalg.py:2620(_norm_dispatcher)
     2520    0.001    0.000    0.001    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\text.py:907(get_text)
        7    0.000    0.000    0.001    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\ma\core.py:4335(__mul__)
      182    0.000    0.000    0.001    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\markers.py:290(get_joinstyle)
        1    0.000    0.000    0.001    0.001 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\colorbar.py:979(_set_scale)
        3    0.000    0.000    0.001    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\collections.py:239(get_datalim)
        1    0.000    0.000    0.001    0.001 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axis.py:793(_set_axes_scale)
        3    0.000    0.000    0.001    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axes\_base.py:4387(get_default_bbox_extra_artists)
     2452    0.001    0.000    0.001    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\artist.py:930(get_rasterized)
     2416    0.001    0.000    0.001    0.000 {built-in method _operator.index}
     1884    0.001    0.000    0.001    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axes\_base.py:840(<genexpr>)
       20    0.000    0.000    0.001    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:1067(set)
       41    0.000    0.000    0.001    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:368(bounds)
    15/13    0.000    0.000    0.001    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axes\_base.py:1077(get_position)
       36    0.000    0.000    0.001    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axes\_base.py:3644(_validate_converted_limits)
      322    0.000    0.000    0.001    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:1365(_iter_break_from_left_to_right)
      167    0.000    0.000    0.001    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axes\_base.py:554(_axis_map)
       36    0.000    0.000    0.001    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\fromnumeric.py:2496(any)
      208    0.000    0.000    0.001    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\markers.py:266(__bool__)
     1020    0.000    0.000    0.001    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:2695(get_matrix)
     1270    0.001    0.000    0.001    0.000 {built-in method math.radians}
       34    0.000    0.000    0.001    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:2334(blended_transform_factory)
       60    0.000    0.000    0.001    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\enum.py:1592(__and__)
      227    0.000    0.000    0.001    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\ma\core.py:1349(_replace_dtype_fields)
        7    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\ma\core.py:1044(__call__)
       53    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\markers.py:762(_set_tickright)
       63    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\spines.py:135(get_patch_transform)
        2    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:662(intersection)
       20    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\bezier.py:208(__call__)
       16    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:239(__array__)
        2    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\pyplot.py:4336(title)
       78    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axis.py:730(_get_axis_name)
     1172    0.000    0.000    0.000    0.000 {built-in method math.sin}
       27    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axis.py:2530(get_ticks_position)
      112    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\fromnumeric.py:2027(nonzero)
        3    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axes\_base.py:822(set_figure)
  424/412    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\spines.py:202(_ensure_position_is_set)
     1724    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\figure.py:2769(_set_dpi)
        2    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axes\_axes.py:123(set_title)
      366    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\enum.py:198(__get__)
     2536    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\multiarray.py:757(dot)
        4    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\backends\backend_agg.py:273(clear)
      117    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\numerictypes.py:471(issubdtype)
      255    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:137(__setstate__)
     1500    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:1768(<lambda>)
       89    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\ma\core.py:614(filled)
        4    0.000    0.000    0.000    0.000 {method 'clear' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
      103    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axis.py:189(_set_labelrotation)
      327    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:350(width)
       24    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\hmac.py:117(update)
        1    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\colors.py:1030(_init)
        2    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\gridspec.py:498(get_subplot_params)
       35    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axis.py:720(_get_shared_axes)
      421    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\ma\core.py:3756(_get_data)
       38    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\patches.py:376(set_edgecolor)
        1    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\pyplot.py:3353(grid)
        2    0.000    0.000    0.000    0.000 C:\Users\paulg\AppData\Roaming\Python\Python313\site-packages\IPython\core\formatters.py:698(__call__)
       24    0.000    0.000    0.000    0.000 {method 'update' of '_hashlib.HMAC' objects}
       11    0.000    0.000    0.000    0.000 C:\Users\paulg\AppData\Roaming\Python\Python313\site-packages\ipykernel\iostream.py:655(write)
       18    0.000    0.000    0.000    0.000 C:\Users\paulg\AppData\Roaming\Python\Python313\site-packages\zmq\sugar\socket.py:774(recv_multipart)
      236    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\backend_bases.py:864(set_capstyle)
        8    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\function_base.py:25(linspace)
       23    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\cycler\__init__.py:416(by_key)
      128    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:2040(translate)
        4    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\contextlib.py:571(__exit__)
        6    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axes\_base.py:2521(update_datalim)
     2070    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\artist.py:1125(sticky_edges)
       27    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axis.py:2247(_get_ticks_position)
     1800    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\numeric.py:892(_outer_dispatcher)
        3    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\colors.py:579(_create_lookup_table)
       15    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axes\_base.py:1174(_set_artist_props)
       20    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\ticker.py:1655(nonsingular)
     2418    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\text.py:1335(get_usetex)
       32    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\shape_base.py:294(hstack)
      348    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\enum.py:1574(_get_value)
        6    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:1583(get_matrix)
      8/4    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:2378(frozen)
        5    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\ma\core.py:5905(min)
      100    0.000    0.000    0.000    0.000 {method 'round' of 'numpy.ndarray' objects}
       11    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\PIL\PngImagePlugin.py:1113(putchunk)
       55    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\ma\core.py:3851(filled)
      167    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\spines.py:565(__getitem__)
      309    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\lines.py:1246(set_markeredgewidth)
       28    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:2292(__init__)
      206    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axis.py:201(_pad)
      103    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axis.py:205(_apply_tickdir)
      104    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\getlimits.py:490(__new__)
       38    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\patches.py:361(_set_edgecolor)
       56    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\enum.py:1581(__or__)
       20    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\bezier.py:199(__init__)
